date,resort algarve,algarve hotel,algarve tourism,algarve vacation,is_holiday_pt,holiday_name,holiday_type,year,month,day,weekday,is_weekend,trend_mean,trend_max,is_before_holiday,is_after_holiday
2016-10-16,0,0,0,0,False,,none,2016,10,16,6,True,0.0,0,False,False
2016-10-17,0,0,0,0,False,,none,2016,10,17,0,False,0.0,0,False,False
2016-10-18,0,0,0,0,False,,none,2016,10,18,1,False,0.0,0,False,False
2016-10-19,0,0,0,0,False,,none,2016,10,19,2,False,0.0,0,False,False
2016-10-20,0,0,0,0,False,,none,2016,10,20,3,False,0.0,0,False,False
2016-10-21,0,38,0,0,False,,none,2016,10,21,4,False,9.5,38,False,False
2016-10-22,0,46,0,0,False,,none,2016,10,22,5,True,11.5,46,False,False
2016-10-23,0,33,0,0,False,,none,2016,10,23,6,True,8.25,33,False,False
2016-10-24,0,0,0,0,False,,none,2016,10,24,0,False,0.0,0,False,False
2016-10-25,0,0,0,0,False,,none,2016,10,25,1,False,0.0,0,False,False
2016-10-26,0,55,0,0,False,,none,2016,10,26,2,False,13.75,55,False,False
2016-10-27,0,0,0,0,False,,none,2016,10,27,3,False,0.0,0,False,False
2016-10-28,0,43,0,0,False,,none,2016,10,28,4,False,10.75,43,False,False
2016-10-29,0,0,0,0,False,,none,2016,10,29,5,True,0.0,0,False,False
2016-10-30,0,0,0,0,False,,none,2016,10,30,6,True,0.0,0,False,False
2016-10-31,0,0,0,0,False,,none,2016,10,31,0,False,0.0,0,True,False
2016-11-01,0,0,0,0,True,All Saints' Day,public,2016,11,1,1,False,0.0,0,False,False
2016-11-02,0,0,0,0,False,,none,2016,11,2,2,False,0.0,0,False,True
2016-11-03,0,0,0,0,False,,none,2016,11,3,3,False,0.0,0,False,False
2016-11-04,0,0,0,0,False,,none,2016,11,4,4,False,0.0,0,False,False
2016-11-05,0,0,0,0,False,,none,2016,11,5,5,True,0.0,0,False,False
2016-11-06,0,0,0,0,False,,none,2016,11,6,6,True,0.0,0,False,False
2016-11-07,0,0,0,0,False,,none,2016,11,7,0,False,0.0,0,False,False
2016-11-08,0,0,0,0,False,,none,2016,11,8,1,False,0.0,0,False,False
2016-11-09,0,0,0,0,False,,none,2016,11,9,2,False,0.0,0,False,False
2016-11-10,0,0,0,0,False,,none,2016,11,10,3,False,0.0,0,False,False
2016-11-11,0,0,0,0,False,,none,2016,11,11,4,False,0.0,0,False,False
2016-11-12,0,58,0,0,False,,none,2016,11,12,5,True,14.5,58,False,False
2016-11-13,0,0,0,0,False,,none,2016,11,13,6,True,0.0,0,False,False
2016-11-14,0,0,0,0,False,,none,2016,11,14,0,False,0.0,0,False,False
2016-11-15,0,0,0,0,False,,none,2016,11,15,1,False,0.0,0,False,False
2016-11-16,0,0,0,0,False,,none,2016,11,16,2,False,0.0,0,False,False
2016-11-17,0,0,0,0,False,,none,2016,11,17,3,False,0.0,0,False,False
2016-11-18,0,0,0,0,False,,none,2016,11,18,4,False,0.0,0,False,False
2016-11-19,0,0,0,0,False,,none,2016,11,19,5,True,0.0,0,False,False
2016-11-20,0,0,0,0,False,,none,2016,11,20,6,True,0.0,0,False,False
2016-11-21,0,0,0,0,False,,none,2016,11,21,0,False,0.0,0,False,False
2016-11-22,0,51,0,0,False,,none,2016,11,22,1,False,12.75,51,False,False
2016-11-23,0,0,0,0,False,,none,2016,11,23,2,False,0.0,0,False,False
2016-11-24,0,0,0,0,False,,none,2016,11,24,3,False,0.0,0,False,False
2016-11-25,0,0,0,0,False,,none,2016,11,25,4,False,0.0,0,False,False
2016-11-26,0,0,0,0,False,,none,2016,11,26,5,True,0.0,0,False,False
2016-11-27,0,0,0,0,False,,none,2016,11,27,6,True,0.0,0,False,False
2016-11-28,0,0,0,0,False,,none,2016,11,28,0,False,0.0,0,False,False
2016-11-29,0,0,0,0,False,,none,2016,11,29,1,False,0.0,0,False,False
2016-11-30,0,0,0,0,False,,none,2016,11,30,2,False,0.0,0,True,False
2016-12-01,0,0,0,0,True,Restoration of Independence Day,public,2016,12,1,3,False,0.0,0,False,False
2016-12-02,0,0,0,0,False,,none,2016,12,2,4,False,0.0,0,False,True
2016-12-03,0,62,0,0,False,,none,2016,12,3,5,True,15.5,62,False,False
2016-12-04,0,0,0,0,False,,none,2016,12,4,6,True,0.0,0,False,False
2016-12-05,0,43,0,0,False,,none,2016,12,5,0,False,10.75,43,False,False
2016-12-06,0,0,0,0,False,,none,2016,12,6,1,False,0.0,0,False,False
2016-12-07,0,0,0,0,False,,none,2016,12,7,2,False,0.0,0,True,False
2016-12-08,0,0,0,0,True,Immaculate Conception,public,2016,12,8,3,False,0.0,0,False,False
2016-12-09,0,0,0,0,False,,none,2016,12,9,4,False,0.0,0,False,True
2016-12-10,0,0,0,0,False,,none,2016,12,10,5,True,0.0,0,False,False
2016-12-11,0,0,0,0,False,,none,2016,12,11,6,True,0.0,0,False,False
2016-12-12,0,0,0,0,False,,none,2016,12,12,0,False,0.0,0,False,False
2016-12-13,0,46,0,0,False,,none,2016,12,13,1,False,11.5,46,False,False
2016-12-14,0,0,0,0,False,,none,2016,12,14,2,False,0.0,0,False,False
2016-12-15,0,0,0,0,False,,none,2016,12,15,3,False,0.0,0,False,False
2016-12-16,0,0,0,0,False,,none,2016,12,16,4,False,0.0,0,False,False
2016-12-17,0,0,0,0,False,,none,2016,12,17,5,True,0.0,0,False,False
2016-12-18,0,0,0,0,False,,none,2016,12,18,6,True,0.0,0,False,False
2016-12-19,0,42,0,0,False,,none,2016,12,19,0,False,10.5,42,False,False
2016-12-20,0,0,0,0,False,,none,2016,12,20,1,False,0.0,0,False,False
2016-12-21,0,0,0,0,False,,none,2016,12,21,2,False,0.0,0,False,False
2016-12-22,0,0,0,0,False,,none,2016,12,22,3,False,0.0,0,False,False
2016-12-23,0,100,0,0,False,,none,2016,12,23,4,False,25.0,100,False,False
2016-12-24,0,0,0,0,False,,none,2016,12,24,5,True,0.0,0,True,False
2016-12-25,0,0,0,0,True,Christmas Day,religious,2016,12,25,6,True,0.0,0,False,False
2016-12-26,0,61,0,0,False,,none,2016,12,26,0,False,15.25,61,False,True
2016-12-27,0,89,0,0,False,,none,2016,12,27,1,False,22.25,89,False,False
2016-12-28,0,0,0,0,False,,none,2016,12,28,2,False,0.0,0,False,False
2016-12-29,0,0,0,0,False,,none,2016,12,29,3,False,0.0,0,False,False
2016-12-30,0,0,0,0,False,,none,2016,12,30,4,False,0.0,0,False,False
2016-12-31,0,0,0,0,False,,none,2016,12,31,5,True,0.0,0,True,False
2017-01-01,0,0,0,0,True,New Year's Day,public,2017,1,1,6,True,0.0,0,False,False
2017-01-02,0,62,0,0,False,,none,2017,1,2,0,False,15.5,62,False,True
2017-01-03,0,0,0,0,False,,none,2017,1,3,1,False,0.0,0,False,False
2017-01-04,0,0,0,0,False,,none,2017,1,4,2,False,0.0,0,False,False
2017-01-05,0,0,0,0,False,,none,2017,1,5,3,False,0.0,0,False,False
2017-01-06,0,0,0,0,False,,none,2017,1,6,4,False,0.0,0,False,False
2017-01-07,0,0,0,0,False,,none,2017,1,7,5,True,0.0,0,False,False
2017-01-08,0,67,0,0,False,,none,2017,1,8,6,True,16.75,67,False,False
2017-01-09,0,72,0,0,False,,none,2017,1,9,0,False,18.0,72,False,False
2017-01-10,0,51,0,0,False,,none,2017,1,10,1,False,12.75,51,False,False
2017-01-11,0,0,0,0,False,,none,2017,1,11,2,False,0.0,0,False,False
2017-01-12,0,0,0,0,False,,none,2017,1,12,3,False,0.0,0,False,False
2017-01-13,0,0,0,0,False,,none,2017,1,13,4,False,0.0,0,False,False
2017-01-14,0,0,0,0,False,,none,2017,1,14,5,True,0.0,0,False,False
2017-01-15,0,0,0,0,False,,none,2017,1,15,6,True,0.0,0,False,False
2017-01-16,0,0,0,0,False,,none,2017,1,16,0,False,0.0,0,False,False
2017-01-17,0,72,0,0,False,,none,2017,1,17,1,False,18.0,72,False,False
2017-01-18,0,0,0,0,False,,none,2017,1,18,2,False,0.0,0,False,False
2017-01-19,0,0,0,0,False,,none,2017,1,19,3,False,0.0,0,False,False
2017-01-20,0,0,0,0,False,,none,2017,1,20,4,False,0.0,0,False,False
2017-01-21,0,0,0,0,False,,none,2017,1,21,5,True,0.0,0,False,False
2017-01-22,0,0,0,0,False,,none,2017,1,22,6,True,0.0,0,False,False
2017-01-23,0,58,0,0,False,,none,2017,1,23,0,False,14.5,58,False,False
2017-01-24,0,0,0,0,False,,none,2017,1,24,1,False,0.0,0,False,False
2017-01-25,0,84,0,0,False,,none,2017,1,25,2,False,21.0,84,False,False
2017-01-26,0,66,0,0,False,,none,2017,1,26,3,False,16.5,66,False,False
2017-01-27,0,68,0,0,False,,none,2017,1,27,4,False,17.0,68,False,False
2017-01-28,0,0,0,0,False,,none,2017,1,28,5,True,0.0,0,False,False
2017-01-29,0,74,0,0,False,,none,2017,1,29,6,True,18.5,74,False,False
2017-01-30,0,0,0,0,False,,none,2017,1,30,0,False,0.0,0,False,False
2017-01-31,0,88,0,0,False,,none,2017,1,31,1,False,22.0,88,False,False
2017-02-01,0,99,0,0,False,,none,2017,2,1,2,False,24.75,99,False,False
2017-02-02,0,86,0,0,False,,none,2017,2,2,3,False,21.5,86,False,False
2017-02-03,0,57,0,0,False,,none,2017,2,3,4,False,14.25,57,False,False
2017-02-04,0,0,0,0,False,,none,2017,2,4,5,True,0.0,0,False,False
2017-02-05,0,81,0,0,False,,none,2017,2,5,6,True,20.25,81,False,False
2017-02-06,0,91,0,0,False,,none,2017,2,6,0,False,22.75,91,False,False
2017-02-07,0,68,0,0,False,,none,2017,2,7,1,False,17.0,68,False,False
2017-02-08,0,57,0,0,False,,none,2017,2,8,2,False,14.25,57,False,False
2017-02-09,0,91,0,0,False,,none,2017,2,9,3,False,22.75,91,False,False
2017-02-10,0,71,0,0,False,,none,2017,2,10,4,False,17.75,71,False,False
2017-02-11,0,0,0,0,False,,none,2017,2,11,5,True,0.0,0,False,False
2017-02-12,0,84,0,0,False,,none,2017,2,12,6,True,21.0,84,False,False
2017-02-13,0,90,0,0,False,,none,2017,2,13,0,False,22.5,90,False,False
2017-02-14,0,70,0,0,False,,none,2017,2,14,1,False,17.5,70,False,False
2017-02-15,0,63,0,0,False,,none,2017,2,15,2,False,15.75,63,False,False
2017-02-16,0,0,0,0,False,,none,2017,2,16,3,False,0.0,0,False,False
2017-02-17,0,100,0,0,False,,none,2017,2,17,4,False,25.0,100,False,False
2017-02-18,0,80,0,0,False,,none,2017,2,18,5,True,20.0,80,False,False
2017-02-19,0,87,0,0,False,,none,2017,2,19,6,True,21.75,87,False,False
2017-02-20,0,0,0,0,False,,none,2017,2,20,0,False,0.0,0,False,False
2017-02-21,0,93,0,0,False,,none,2017,2,21,1,False,23.25,93,False,False
2017-02-22,0,79,0,0,False,,none,2017,2,22,2,False,19.75,79,False,False
2017-02-23,0,51,0,0,False,,none,2017,2,23,3,False,12.75,51,False,False
2017-02-24,0,0,0,0,False,,none,2017,2,24,4,False,0.0,0,False,False
2017-02-25,0,46,0,0,False,,none,2017,2,25,5,True,11.5,46,False,False
2017-02-26,0,48,0,0,False,,none,2017,2,26,6,True,12.0,48,False,False
2017-02-27,0,43,0,0,False,,none,2017,2,27,0,False,10.75,43,False,False
2017-02-28,0,39,0,0,False,,none,2017,2,28,1,False,9.75,39,False,False
2017-03-01,0,44,0,0,False,,none,2017,3,1,2,False,11.0,44,False,False
2017-03-02,0,55,0,0,False,,none,2017,3,2,3,False,13.75,55,False,False
2017-03-03,0,0,0,0,False,,none,2017,3,3,4,False,0.0,0,False,False
2017-03-04,0,59,0,0,False,,none,2017,3,4,5,True,14.75,59,False,False
2017-03-05,0,44,0,0,False,,none,2017,3,5,6,True,11.0,44,False,False
2017-03-06,0,53,0,0,False,,none,2017,3,6,0,False,13.25,53,False,False
2017-03-07,0,0,0,0,False,,none,2017,3,7,1,False,0.0,0,False,False
2017-03-08,0,45,0,0,False,,none,2017,3,8,2,False,11.25,45,False,False
2017-03-09,0,40,0,0,False,,none,2017,3,9,3,False,10.0,40,False,False
2017-03-10,0,57,0,0,False,,none,2017,3,10,4,False,14.25,57,False,False
2017-03-11,0,47,0,0,False,,none,2017,3,11,5,True,11.75,47,False,False
2017-03-12,0,60,0,0,False,,none,2017,3,12,6,True,15.0,60,False,False
2017-03-13,0,37,0,0,False,,none,2017,3,13,0,False,9.25,37,False,False
2017-03-14,0,54,0,0,False,,none,2017,3,14,1,False,13.5,54,False,False
2017-03-15,0,44,0,0,False,,none,2017,3,15,2,False,11.0,44,False,False
2017-03-16,0,46,0,0,False,,none,2017,3,16,3,False,11.5,46,False,False
2017-03-17,0,45,0,0,False,,none,2017,3,17,4,False,11.25,45,False,False
2017-03-18,0,57,0,0,False,,none,2017,3,18,5,True,14.25,57,False,False
2017-03-19,0,58,0,0,False,,none,2017,3,19,6,True,14.5,58,False,False
2017-03-20,0,59,0,0,False,,none,2017,3,20,0,False,14.75,59,False,False
2017-03-21,32,49,0,0,False,,none,2017,3,21,1,False,20.25,49,False,False
2017-03-22,0,38,0,0,False,,none,2017,3,22,2,False,9.5,38,False,False
2017-03-23,0,47,0,0,False,,none,2017,3,23,3,False,11.75,47,False,False
2017-03-24,0,57,0,0,False,,none,2017,3,24,4,False,14.25,57,False,False
2017-03-25,0,84,0,0,False,,none,2017,3,25,5,True,21.0,84,False,False
2017-03-26,0,70,0,0,False,,none,2017,3,26,6,True,17.5,70,False,False
2017-03-27,0,50,0,0,False,,none,2017,3,27,0,False,12.5,50,False,False
2017-03-28,0,77,0,0,False,,none,2017,3,28,1,False,19.25,77,False,False
2017-03-29,0,64,0,0,False,,none,2017,3,29,2,False,16.0,64,False,False
2017-03-30,0,50,0,0,False,,none,2017,3,30,3,False,12.5,50,False,False
2017-03-31,0,54,0,0,False,,none,2017,3,31,4,False,13.5,54,False,False
2017-04-01,0,40,0,0,False,,none,2017,4,1,5,True,10.0,40,False,False
2017-04-02,0,55,0,0,False,,none,2017,4,2,6,True,13.75,55,False,False
2017-04-03,0,60,0,0,False,,none,2017,4,3,0,False,15.0,60,False,False
2017-04-04,0,75,0,0,False,,none,2017,4,4,1,False,18.75,75,False,False
2017-04-05,32,42,0,0,False,,none,2017,4,5,2,False,18.5,42,False,False
2017-04-06,0,81,0,0,False,,none,2017,4,6,3,False,20.25,81,False,False
2017-04-07,0,0,0,0,False,,none,2017,4,7,4,False,0.0,0,False,False
2017-04-08,0,100,0,0,False,,none,2017,4,8,5,True,25.0,100,False,False
2017-04-09,0,0,0,0,False,,none,2017,4,9,6,True,0.0,0,False,False
2017-04-10,0,75,0,0,False,,none,2017,4,10,0,False,18.75,75,False,False
2017-04-11,0,67,0,0,False,,none,2017,4,11,1,False,16.75,67,False,False
2017-04-12,0,63,0,0,False,,none,2017,4,12,2,False,15.75,63,False,False
2017-04-13,0,67,0,0,False,,none,2017,4,13,3,False,16.75,67,True,False
2017-04-14,0,77,0,0,True,Good Friday,public,2017,4,14,4,False,19.25,77,False,False
2017-04-15,0,57,0,50,False,,none,2017,4,15,5,True,26.75,57,True,True
2017-04-16,0,0,0,0,True,Easter Sunday,religious,2017,4,16,6,True,0.0,0,False,False
2017-04-17,0,61,0,0,False,,none,2017,4,17,0,False,15.25,61,False,True
2017-04-18,0,82,0,0,False,,none,2017,4,18,1,False,20.5,82,False,False
2017-04-19,0,39,0,0,False,,none,2017,4,19,2,False,9.75,39,False,False
2017-04-20,0,58,0,0,False,,none,2017,4,20,3,False,14.5,58,False,False
2017-04-21,0,84,0,0,False,,none,2017,4,21,4,False,21.0,84,False,False
2017-04-22,0,49,0,0,False,,none,2017,4,22,5,True,12.25,49,False,False
2017-04-23,0,56,0,0,False,,none,2017,4,23,6,True,14.0,56,False,False
2017-04-24,0,76,0,0,False,,none,2017,4,24,0,False,19.0,76,True,False
2017-04-25,0,72,0,0,True,Freedom Day,public,2017,4,25,1,False,18.0,72,False,False
2017-04-26,0,85,0,0,False,,none,2017,4,26,2,False,21.25,85,False,True
2017-04-27,0,0,0,0,False,,none,2017,4,27,3,False,0.0,0,False,False
2017-04-28,0,54,0,0,False,,none,2017,4,28,4,False,13.5,54,False,False
2017-04-29,0,45,0,0,False,,none,2017,4,29,5,True,11.25,45,False,False
2017-04-30,0,61,0,0,False,,none,2017,4,30,6,True,15.25,61,True,False
2017-05-01,0,57,0,0,True,Labor Day,public,2017,5,1,0,False,14.25,57,False,False
2017-05-02,0,70,0,0,False,,none,2017,5,2,1,False,17.5,70,False,True
2017-05-03,0,57,0,0,False,,none,2017,5,3,2,False,14.25,57,False,False
2017-05-04,0,0,0,0,False,,none,2017,5,4,3,False,0.0,0,False,False
2017-05-05,0,37,0,0,False,,none,2017,5,5,4,False,9.25,37,False,False
2017-05-06,0,0,0,0,False,,none,2017,5,6,5,True,0.0,0,False,False
2017-05-07,0,73,0,0,False,,none,2017,5,7,6,True,18.25,73,False,False
2017-05-08,0,65,0,0,False,,none,2017,5,8,0,False,16.25,65,False,False
2017-05-09,0,52,0,0,False,,none,2017,5,9,1,False,13.0,52,False,False
2017-05-10,0,68,0,0,False,,none,2017,5,10,2,False,17.0,68,False,False
2017-05-11,0,60,0,0,False,,none,2017,5,11,3,False,15.0,60,False,False
2017-05-12,0,0,0,0,False,,none,2017,5,12,4,False,0.0,0,False,False
2017-05-13,0,0,0,0,False,,none,2017,5,13,5,True,0.0,0,False,False
2017-05-14,0,59,0,0,False,,none,2017,5,14,6,True,14.75,59,False,False
2017-05-15,0,45,0,0,False,,none,2017,5,15,0,False,11.25,45,False,False
2017-05-16,0,54,0,0,False,,none,2017,5,16,1,False,13.5,54,False,False
2017-05-17,0,100,0,0,False,,none,2017,5,17,2,False,25.0,100,False,False
2017-05-18,0,64,0,0,False,,none,2017,5,18,3,False,16.0,64,False,False
2017-05-19,0,0,0,0,False,,none,2017,5,19,4,False,0.0,0,False,False
2017-05-20,0,0,0,66,False,,none,2017,5,20,5,True,16.5,66,False,False
2017-05-21,0,83,0,0,False,,none,2017,5,21,6,True,20.75,83,False,False
2017-05-22,0,41,0,0,False,,none,2017,5,22,0,False,10.25,41,False,False
2017-05-23,0,48,0,0,False,,none,2017,5,23,1,False,12.0,48,False,False
2017-05-24,0,62,0,0,False,,none,2017,5,24,2,False,15.5,62,False,False
2017-05-25,0,67,0,0,False,,none,2017,5,25,3,False,16.75,67,False,False
2017-05-26,0,65,0,0,False,,none,2017,5,26,4,False,16.25,65,False,False
2017-05-27,0,59,0,0,False,,none,2017,5,27,5,True,14.75,59,False,False
2017-05-28,67,83,0,0,False,,none,2017,5,28,6,True,37.5,83,False,False
2017-05-29,0,67,0,0,False,,none,2017,5,29,0,False,16.75,67,False,False
2017-05-30,0,50,0,0,False,,none,2017,5,30,1,False,12.5,50,False,False
2017-05-31,0,67,0,0,False,,none,2017,5,31,2,False,16.75,67,False,False
2017-06-01,0,67,0,0,False,,none,2017,6,1,3,False,16.75,67,False,False
2017-06-02,0,85,0,0,False,,none,2017,6,2,4,False,21.25,85,False,False
2017-06-03,0,77,0,0,False,,none,2017,6,3,5,True,19.25,77,False,False
2017-06-04,0,63,0,0,False,,none,2017,6,4,6,True,15.75,63,False,False
2017-06-05,40,57,0,0,False,,none,2017,6,5,0,False,24.25,57,False,False
2017-06-06,0,74,0,0,False,,none,2017,6,6,1,False,18.5,74,False,False
2017-06-07,36,91,0,0,False,,none,2017,6,7,2,False,31.75,91,False,False
2017-06-08,0,83,0,0,False,,none,2017,6,8,3,False,20.75,83,False,False
2017-06-09,0,84,0,0,False,,none,2017,6,9,4,False,21.0,84,True,False
2017-06-10,0,51,0,0,True,"Day of Portugal, Camões, and the Portuguese Communities",public,2017,6,10,5,True,12.75,51,False,False
2017-06-11,0,92,0,0,False,,none,2017,6,11,6,True,23.0,92,False,True
2017-06-12,0,70,0,0,False,,none,2017,6,12,0,False,17.5,70,False,False
2017-06-13,0,86,0,0,False,,none,2017,6,13,1,False,21.5,86,False,False
2017-06-14,39,81,0,0,False,,none,2017,6,14,2,False,30.0,81,True,False
2017-06-15,0,98,0,0,True,Corpus Christi,public,2017,6,15,3,False,24.5,98,False,False
2017-06-16,39,94,0,0,False,,none,2017,6,16,4,False,33.25,94,False,True
2017-06-17,0,78,0,0,False,,none,2017,6,17,5,True,19.5,78,False,False
2017-06-18,0,86,0,0,False,,none,2017,6,18,6,True,21.5,86,False,False
2017-06-19,0,64,0,0,False,,none,2017,6,19,0,False,16.0,64,False,False
2017-06-20,0,55,0,0,False,,none,2017,6,20,1,False,13.75,55,False,False
2017-06-21,0,55,0,0,False,,none,2017,6,21,2,False,13.75,55,False,False
2017-06-22,63,56,0,0,False,,none,2017,6,22,3,False,29.75,63,False,False
2017-06-23,0,71,0,0,False,,none,2017,6,23,4,False,17.75,71,False,False
2017-06-24,0,75,0,0,False,,none,2017,6,24,5,True,18.75,75,False,False
2017-06-25,0,96,0,0,False,,none,2017,6,25,6,True,24.0,96,False,False
2017-06-26,24,85,0,0,False,,none,2017,6,26,0,False,27.25,85,False,False
2017-06-27,0,56,0,0,False,,none,2017,6,27,1,False,14.0,56,False,False
2017-06-28,0,44,0,0,False,,none,2017,6,28,2,False,11.0,44,False,False
2017-06-29,0,69,0,0,False,,none,2017,6,29,3,False,17.25,69,False,False
2017-06-30,0,70,0,0,False,,none,2017,6,30,4,False,17.5,70,False,False
2017-07-01,0,37,0,0,False,,none,2017,7,1,5,True,9.25,37,False,False
2017-07-02,0,92,0,0,False,,none,2017,7,2,6,True,23.0,92,False,False
2017-07-03,0,58,0,0,False,,none,2017,7,3,0,False,14.5,58,False,False
2017-07-04,0,80,0,0,False,,none,2017,7,4,1,False,20.0,80,False,False
2017-07-05,0,69,0,0,False,,none,2017,7,5,2,False,17.25,69,False,False
2017-07-06,0,64,0,0,False,,none,2017,7,6,3,False,16.0,64,False,False
2017-07-07,0,63,0,0,False,,none,2017,7,7,4,False,15.75,63,False,False
2017-07-08,0,74,0,0,False,,none,2017,7,8,5,True,18.5,74,False,False
2017-07-09,0,100,0,0,False,,none,2017,7,9,6,True,25.0,100,False,False
2017-07-10,0,47,0,0,False,,none,2017,7,10,0,False,11.75,47,False,False
2017-07-11,0,78,0,0,False,,none,2017,7,11,1,False,19.5,78,False,False
2017-07-12,40,64,0,0,False,,none,2017,7,12,2,False,26.0,64,False,False
2017-07-13,0,53,0,0,False,,none,2017,7,13,3,False,13.25,53,False,False
2017-07-14,0,76,0,0,False,,none,2017,7,14,4,False,19.0,76,False,False
2017-07-15,0,87,34,0,False,,none,2017,7,15,5,True,30.25,87,False,False
2017-07-16,0,98,0,0,False,,none,2017,7,16,6,True,24.5,98,False,False
2017-07-17,0,61,0,0,False,,none,2017,7,17,0,False,15.25,61,False,False
2017-07-18,0,73,0,0,False,,none,2017,7,18,1,False,18.25,73,False,False
2017-07-19,0,62,0,0,False,,none,2017,7,19,2,False,15.5,62,False,False
2017-07-20,0,77,0,0,False,,none,2017,7,20,3,False,19.25,77,False,False
2017-07-21,0,67,0,0,False,,none,2017,7,21,4,False,16.75,67,False,False
2017-07-22,0,89,0,0,False,,none,2017,7,22,5,True,22.25,89,False,False
2017-07-23,0,87,0,0,False,,none,2017,7,23,6,True,21.75,87,False,False
2017-07-24,0,70,0,0,False,,none,2017,7,24,0,False,17.5,70,False,False
2017-07-25,0,77,0,0,False,,none,2017,7,25,1,False,19.25,77,False,False
2017-07-26,0,70,0,0,False,,none,2017,7,26,2,False,17.5,70,False,False
2017-07-27,0,53,0,0,False,,none,2017,7,27,3,False,13.25,53,False,False
2017-07-28,0,51,0,0,False,,none,2017,7,28,4,False,12.75,51,False,False
2017-07-29,0,73,0,0,False,,none,2017,7,29,5,True,18.25,73,False,False
2017-07-30,34,90,0,0,False,,none,2017,7,30,6,True,31.0,90,False,False
2017-07-31,0,73,0,0,False,,none,2017,7,31,0,False,18.25,73,False,False
2017-08-01,0,47,0,0,False,,none,2017,8,1,1,False,11.75,47,False,False
2017-08-02,0,73,0,0,False,,none,2017,8,2,2,False,18.25,73,False,False
2017-08-03,0,64,0,0,False,,none,2017,8,3,3,False,16.0,64,False,False
2017-08-04,0,41,0,0,False,,none,2017,8,4,4,False,10.25,41,False,False
2017-08-05,0,80,0,0,False,,none,2017,8,5,5,True,20.0,80,False,False
2017-08-06,0,83,0,0,False,,none,2017,8,6,6,True,20.75,83,False,False
2017-08-07,0,88,0,0,False,,none,2017,8,7,0,False,22.0,88,False,False
2017-08-08,0,49,0,0,False,,none,2017,8,8,1,False,12.25,49,False,False
2017-08-09,0,71,0,0,False,,none,2017,8,9,2,False,17.75,71,False,False
2017-08-10,0,54,0,0,False,,none,2017,8,10,3,False,13.5,54,False,False
2017-08-11,0,68,0,0,False,,none,2017,8,11,4,False,17.0,68,False,False
2017-08-12,0,97,0,0,False,,none,2017,8,12,5,True,24.25,97,False,False
2017-08-13,0,70,0,0,False,,none,2017,8,13,6,True,17.5,70,False,False
2017-08-14,0,57,0,0,False,,none,2017,8,14,0,False,14.25,57,True,False
2017-08-15,0,42,0,0,True,Assumption Day,public,2017,8,15,1,False,10.5,42,False,False
2017-08-16,0,81,0,0,False,,none,2017,8,16,2,False,20.25,81,False,True
2017-08-17,0,56,0,0,False,,none,2017,8,17,3,False,14.0,56,False,False
2017-08-18,0,70,0,0,False,,none,2017,8,18,4,False,17.5,70,False,False
2017-08-19,0,77,0,0,False,,none,2017,8,19,5,True,19.25,77,False,False
2017-08-20,0,63,0,0,False,,none,2017,8,20,6,True,15.75,63,False,False
2017-08-21,0,71,0,0,False,,none,2017,8,21,0,False,17.75,71,False,False
2017-08-22,0,58,0,0,False,,none,2017,8,22,1,False,14.5,58,False,False
2017-08-23,0,67,0,0,False,,none,2017,8,23,2,False,16.75,67,False,False
2017-08-24,0,47,0,0,False,,none,2017,8,24,3,False,11.75,47,False,False
2017-08-25,0,58,0,0,False,,none,2017,8,25,4,False,14.5,58,False,False
2017-08-26,0,0,0,0,False,,none,2017,8,26,5,True,0.0,0,False,False
2017-08-27,0,100,0,0,False,,none,2017,8,27,6,True,25.0,100,False,False
2017-08-28,0,72,0,0,False,,none,2017,8,28,0,False,18.0,72,False,False
2017-08-29,0,76,0,0,False,,none,2017,8,29,1,False,19.0,76,False,False
2017-08-30,0,84,0,0,False,,none,2017,8,30,2,False,21.0,84,False,False
2017-08-31,0,59,0,0,False,,none,2017,8,31,3,False,14.75,59,False,False
2017-09-01,0,97,0,0,False,,none,2017,9,1,4,False,24.25,97,False,False
